"idhod","hodnota","ukaz_kod","vytah_cis","vytah_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vytah_txt","uzemi_txt"
"965567821","2","2409","5768","9","43","586170","2021","2021-03-26","Počet domů","nezjištěno","Hovorany"
"957533886","428","2409",,,"43","586188","2021","2021-03-26","Počet domů",,"Hroznová Lhota"
"965500198","0","2409","3206","1","43","586188","2021","2021-03-26","Počet domů","s výtahem","Hroznová Lhota"
"965526985","428","2409","3206","2","43","586188","2021","2021-03-26","Počet domů","bez výtahu","Hroznová Lhota"
"965567137","0","2409","5768","9","43","586188","2021","2021-03-26","Počet domů","nezjištěno","Hroznová Lhota"
"957533064","247","2409",,,"43","586196","2021","2021-03-26","Počet domů",,"Hrubá Vrbka"
"965516979","0","2409","3206","1","43","586196","2021","2021-03-26","Počet domů","s výtahem","Hrubá Vrbka"
"965476643","238","2409","3206","2","43","586196","2021","2021-03-26","Počet domů","bez výtahu","Hrubá Vrbka"
"965490188","9","2409","5768","9","43","586196","2021","2021-03-26","Počet domů","nezjištěno","Hrubá Vrbka"
"957605859","138","2409",,,"43","586200","2021","2021-03-26","Počet domů",,"Hýsly"
"965514105","0","2409","3206","1","43","586200","2021","2021-03-26","Počet domů","s výtahem","Hýsly"
"965540722","137","2409","3206","2","43","586200","2021","2021-03-26","Počet domů","bez výtahu","Hýsly"
"965540723","1","2409","5768","9","43","586200","2021","2021-03-26","Počet domů","nezjištěno","Hýsly"
"957248286","270","2409",,,"43","586218","2021","2021-03-26","Počet domů",,"Javorník"
"965488059","0","2409","3206","1","43","586218","2021","2021-03-26","Počet domů","s výtahem","Javorník"
"965555024","265","2409","3206","2","43","586218","2021","2021-03-26","Počet domů","bez výtahu","Javorník"
"965541579","5","2409","5768","9","43","586218","2021","2021-03-26","Počet domů","nezjištěno","Javorník"
"957534750","249","2409",,,"43","586226","2021","2021-03-26","Počet domů",,"Ježov"
"965515586","0","2409","3206","1","43","586226","2021","2021-03-26","Počet domů","s výtahem","Ježov"
"965515585","244","2409","3206","2","43","586226","2021","2021-03-26","Počet domů","bez výtahu","Ježov"
"965528843","5","2409","5768","9","43","586226","2021","2021-03-26","Počet domů","nezjištěno","Ježov"
"957462400","145","2409",,,"43","586234","2021","2021-03-26","Počet domů",,"Josefov"
"965580563","0","2409","3206","1","43","586234","2021","2021-03-26","Počet domů","s výtahem","Josefov"
"965567085","144","2409","3206","2","43","586234","2021","2021-03-26","Počet domů","bez výtahu","Josefov"
"965486824","1","2409","5768","9","43","586234","2021","2021-03-26","Počet domů","nezjištěno","Josefov"
"957605572","92","2409",,,"43","586242","2021","2021-03-26","Počet domů",,"Karlín"
"965490192","0","2409","3206","1","43","586242","2021","2021-03-26","Počet domů","s výtahem","Karlín"
"965557045","92","2409","3206","2","43","586242","2021","2021-03-26","Počet domů","bez výtahu","Karlín"
"965530277","0","2409","5768","9","43","586242","2021","2021-03-26","Počet domů","nezjištěno","Karlín"
"957320631","92","2409",,,"43","586251","2021","2021-03-26","Počet domů",,"Kelčany"
"965488593","0","2409","3206","1","43","586251","2021","2021-03-26","Počet domů","s výtahem","Kelčany"
"965502036","91","2409","3206","2","43","586251","2021","2021-03-26","Počet domů","bez výtahu","Kelčany"
"965502037","1","2409","5768","9","43","586251","2021","2021-03-26","Počet domů","nezjištěno","Kelčany"
"957606818","395","2409",,,"43","586269","2021","2021-03-26","Počet domů",,"Kněždub"
"965570554","0","2409","3206","1","43","586269","2021","2021-03-26","Počet domů","s výtahem","Kněždub"
"965570553","388","2409","3206","2","43","586269","2021","2021-03-26","Počet domů","bez výtahu","Kněždub"
"965557269","7","2409","5768","9","43","586269","2021","2021-03-26","Počet domů","nezjištěno","Kněždub"
"957388370","323","2409",,,"43","586277","2021","2021-03-26","Počet domů",,"Kostelec"
"965541646","0","2409","3206","1","43","586277","2021","2021-03-26","Počet domů","s výtahem","Kostelec"
"965488128","319","2409","3206","2","43","586277","2021","2021-03-26","Počet domů","bez výtahu","Kostelec"
"965488129","4","2409","5768","9","43","586277","2021","2021-03-26","Počet domů","nezjištěno","Kostelec"
"957533559","165","2409",,,"43","586285","2021","2021-03-26","Počet domů",,"Kozojídky"
"965514994","0","2409","3206","1","43","586285","2021","2021-03-26","Počet domů","s výtahem","Kozojídky"
"965528295","165","2409","3206","2","43","586285","2021","2021-03-26","Počet domů","bez výtahu","Kozojídky"
"965514995","0","2409","5768","9","43","586285","2021","2021-03-26","Počet domů","nezjištěno","Kozojídky"
"957098508","147","2409",,,"43","586293","2021","2021-03-26","Počet domů",,"Kuželov"
"965513619","0","2409","3206","1","43","586293","2021","2021-03-26","Počet domů","s výtahem","Kuželov"
"965540276","143","2409","3206","2","43","586293","2021","2021-03-26","Počet domů","bez výtahu","Kuželov"
"965580467","4","2409","5768","9","43","586293","2021","2021-03-26","Počet domů","nezjištěno","Kuželov"
"957388827","2367","2409",,,"43","586307","2021","2021-03-26","Počet domů",,"Kyjov"
"965502291","31","2409","3206","1","43","586307","2021","2021-03-26","Počet domů","s výtahem","Kyjov"
"965568925","2308","2409","3206","2","43","586307","2021","2021-03-26","Počet domů","bez výtahu","Kyjov"
"965569062","28","2409","5768","9","43","586307","2021","2021-03-26","Počet domů","nezjištěno","Kyjov"
"957170900","80","2409",,,"43","586315","2021","2021-03-26","Počet domů",,"Labuty"
"965500962","0","2409","3206","1","43","586315","2021","2021-03-26","Počet domů","s výtahem","Labuty"
"965567736","78","2409","3206","2","43","586315","2021","2021-03-26","Počet domů","bez výtahu","Labuty"
"965567737","2","2409","5768","9","43","586315","2021","2021-03-26","Počet domů","nezjištěno","Labuty"
"957389900","514","2409",,,"43","586323","2021","2021-03-26","Počet domů",,"Lipov"
"965528980","1","2409","3206","1","43","586323","2021","2021-03-26","Počet domů","s výtahem","Lipov"
"965528979","508","2409","3206","2","43","586323","2021","2021-03-26","Počet domů","bez výtahu","Lipov"
"965488827","5","2409","5768","9","43","586323","2021","2021-03-26","Počet domů","nezjištěno","Lipov"
"957532733","358","2409",,,"43","586331","2021","2021-03-26","Počet domů",,"Louka"
"965488250","0","2409","3206","1","43","586331","2021","2021-03-26","Počet domů","s výtahem","Louka"
"965528443","331","2409","3206","2","43","586331","2021","2021-03-26","Počet domů","bez výtahu","Louka"
"965581982","27","2409","5768","9","43","586331","2021","2021-03-26","Počet domů","nezjištěno","Louka"
"957534244","363","2409",,,"43","586340","2021","2021-03-26","Počet domů",,"Lovčice"
"965580750","0","2409","3206","1","43","586340","2021","2021-03-26","Počet domů","s výtahem","Lovčice"
"965580749","362","2409","3206","2","43","586340","2021","2021-03-26","Počet domů","bez výtahu","Lovčice"
"965580751","1","2409","5768","9","43","586340","2021","2021-03-26","Počet domů","nezjištěno","Lovčice"
"957462384","989","2409",,,"43","586358","2021","2021-03-26","Počet domů",,"Lužice"
"965527674","0","2409","3206","1","43","586358","2021","2021-03-26","Počet domů","s výtahem","Lužice"
"965581158","984","2409","3206","2","43","586358","2021","2021-03-26","Počet domů","bez výtahu","Lužice"
"965514353","5","2409","5768","9","43","586358","2021","2021-03-26","Počet domů","nezjištěno","Lužice"
"957320772","86","2409",,,"43","586366","2021","2021-03-26","Počet domů",,"Malá Vrbka"
"965568875","0","2409","3206","1","43","586366","2021","2021-03-26","Počet domů","s výtahem","Malá Vrbka"
"965568874","84","2409","3206","2","43","586366","2021","2021-03-26","Počet domů","bez výtahu","Malá Vrbka"
"965515587","2","2409","5768","9","43","586366","2021","2021-03-26","Počet domů","nezjištěno","Malá Vrbka"
"957248098","687","2409",,,"43","586374","2021","2021-03-26","Počet domů",,"Mikulčice"
"965515329","0","2409","3206","1","43","586374","2021","2021-03-26","Počet domů","s výtahem","Mikulčice"
"965555371","682","2409","3206","2","43","586374","2021","2021-03-26","Počet domů","bez výtahu","Mikulčice"
"965541930","5","2409","5768","9","43","586374","2021","2021-03-26","Počet domů","nezjištěno","Mikulčice"
"957320914","565","2409",,,"43","586382","2021","2021-03-26","Počet domů",,"Milotice"
"965553819","0","2409","3206","1","43","586382","2021","2021-03-26","Počet domů","s výtahem","Milotice"
"965540279","563","2409","3206","2","43","586382","2021","2021-03-26","Počet domů","bez výtahu","Milotice"
"965567141","2","2409","5768","9","43","586382","2021","2021-03-26","Počet domů","nezjištěno","Milotice"
"957248072","272","2409",,,"43","586391","2021","2021-03-26","Počet domů",,"Moravany"
"965542262","1","2409","3206","1","43","586391","2021","2021-03-26","Počet domů","s výtahem","Moravany"
"965488749","259","2409","3206","2","43","586391","2021","2021-03-26","Počet domů","bez výtahu","Moravany"
"965502172","12","2409","5768","9","43","586391","2021","2021-03-26","Počet domů","nezjištěno","Moravany"
"957389727","720","2409",,,"43","586404","2021","2021-03-26","Počet domů",,"Moravský Písek"
"965580960","1","2409","3206","1","43","586404","2021","2021-03-26","Počet domů","s výtahem","Moravský Písek"
"965514109","713","2409","3206","2","43","586404","2021","2021-03-26","Počet domů","bez výtahu","Moravský Písek"
"965514110","6","2409","5768","9","43","586404","2021","2021-03-26","Počet domů","nezjištěno","Moravský Písek"
"957606962","1143","2409",,,"43","586412","2021","2021-03-26","Počet domů",,"Mutěnice"
"965500547","1","2409","3206","1","43","586412","2021","2021-03-26","Počet domů","s výtahem","Mutěnice"
"965500546","1131","2409","3206","2","43","586412","2021","2021-03-26","Počet domů","bez výtahu","Mutěnice"
"965513957","11","2409","5768","9","43","586412","2021","2021-03-26","Počet domů","nezjištěno","Mutěnice"
"957099176","328","2409",,,"43","586421","2021","2021-03-26","Počet domů",,"Násedlovice"
"965541070","0","2409","3206","1","43","586421","2021","2021-03-26","Počet domů","s výtahem","Násedlovice"
"965501025","318","2409","3206","2","43","586421","2021","2021-03-26","Počet domů","bez výtahu","Násedlovice"
"965514462","10","2409","5768","9","43","586421","2021","2021-03-26","Počet domů","nezjištěno","Násedlovice"
"957172445","129","2409",,,"43","586439","2021","2021-03-26","Počet domů",,"Nechvalín"
"965555670","0","2409","3206","1","43","586439","2021","2021-03-26","Počet domů","s výtahem","Nechvalín"
"965502011","125","2409","3206","2","43","586439","2021","2021-03-26","Počet domů","bez výtahu","Nechvalín"
"965582490","4","2409","5768","9","43","586439","2021","2021-03-26","Počet domů","nezjištěno","Nechvalín"
"957248024","189","2409",,,"43","586447","2021","2021-03-26","Počet domů",,"Nenkovice"
"965542213","0","2409","3206","1","43","586447","2021","2021-03-26","Počet domů","s výtahem","Nenkovice"
"965555639","186","2409","3206","2","43","586447","2021","2021-03-26","Počet domů","bez výtahu","Nenkovice"
"965488689","3","2409","5768","9","43","586447","2021","2021-03-26","Počet domů","nezjištěno","Nenkovice"
"957171853","336","2409",,,"43","586455","2021","2021-03-26","Počet domů",,"Nová Lhota"
"965500637","0","2409","3206","1","43","586455","2021","2021-03-26","Počet domů","s výtahem","Nová Lhota"
"965580887","324","2409","3206","2","43","586455","2021","2021-03-26","Počet domů","bez výtahu","Nová Lhota"
"965527387","12","2409","5768","9","43","586455","2021","2021-03-26","Počet domů","nezjištěno","Nová Lhota"
"957532553","101","2409",,,"43","586463","2021","2021-03-26","Počet domů",,"Nový Poddvorov"
"965581594","0","2409","3206","1","43","586463","2021","2021-03-26","Počet domů","s výtahem","Nový Poddvorov"
"965541373","96","2409","3206","2","43","586463","2021","2021-03-26","Počet domů","bez výtahu","Nový Poddvorov"
"965554817","5","2409","5768","9","43","586463","2021","2021-03-26","Počet domů","nezjištěno","Nový Poddvorov"
"957171336","86","2409",,,"43","586471","2021","2021-03-26","Počet domů",,"Ostrovánky"
"965488017","0","2409","3206","1","43","586471","2021","2021-03-26","Počet domů","s výtahem","Ostrovánky"
"965581768","85","2409","3206","2","43","586471","2021","2021-03-26","Počet domů","bez výtahu","Ostrovánky"
"965554982","1","2409","5768","9","43","586471","2021","2021-03-26","Počet domů","nezjištěno","Ostrovánky"
"957171506","475","2409",,,"43","586480","2021","2021-03-26","Počet domů",,"Petrov"
"965528390","0","2409","3206","1","43","586480","2021","2021-03-26","Počet domů","s výtahem","Petrov"
"965568372","475","2409","3206","2","43","586480","2021","2021-03-26","Počet domů","bez výtahu","Petrov"
"965528391","0","2409","5768","9","43","586480","2021","2021-03-26","Počet domů","nezjištěno","Petrov"
"957248354","786","2409",,,"43","586498","2021","2021-03-26","Počet domů",,"Prušánky"
"965503570","1","2409","3206","1","43","586498","2021","2021-03-26","Počet domů","s výtahem","Prušánky"
"965490184","781","2409","3206","2","43","586498","2021","2021-03-26","Počet domů","bez výtahu","Prušánky"
"965543564","4","2409","5768","9","43","586498","2021","2021-03-26","Počet domů","nezjištěno","Prušánky"
"957389277","337","2409",,,"43","586501","2021","2021-03-26","Počet domů",,"Radějov"
"965488087","0","2409","3206","1","43","586501","2021","2021-03-26","Počet domů","s výtahem","Radějov"
"965488086","326","2409","3206","2","43","586501","2021","2021-03-26","Počet domů","bez výtahu","Radějov"
"965541611","11","2409","5768","9","43","586501","2021","2021-03-26","Počet domů","nezjištěno","Radějov"
"957389853","1321","2409",,,"43","586510","2021","2021-03-26","Počet domů",,"Ratíškovice"
"965487321","0","2409","3206","1","43","586510","2021","2021-03-26","Počet domů","s výtahem","Ratíškovice"
"965487320","1309","2409","3206","2","43","586510","2021","2021-03-26","Počet domů","bez výtahu","Ratíškovice"
"965554270","12","2409","5768","9","43","586510","2021","2021-03-26","Počet domů","nezjištěno","Ratíškovice"
"957534091","1174","2409",,,"43","586528","2021","2021-03-26","Počet domů",,"Rohatec"
"965488239","0","2409","3206","1","43","586528","2021","2021-03-26","Počet domů","s výtahem","Rohatec"
"965541743","1171","2409","3206","2","43","586528","2021","2021-03-26","Počet domů","bez výtahu","Rohatec"
"965555176","3","2409","5768","9","43","586528","2021","2021-03-26","Počet domů","nezjištěno","Rohatec"
"957248640","75","2409",,,"43","586536","2021","2021-03-26","Počet domů",,"Skalka"
"965488073","0","2409","3206","1","43","586536","2021","2021-03-26","Počet domů","s výtahem","Skalka"
